SNMPTRAP-netScaler-NS-ROOT-MIB-rsa1024KeyExThresholdHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-rsa1024KeyExThresholdNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-rsa2048KeyExThresholdHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-rsa2048KeyExThresholdNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-rsa4096KeyExThresholdHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-rsa4096KeyExThresholdNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceRequestRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceRequestRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceRxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceRxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceSynfloodNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceSynfloodRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceTxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-serviceTxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslCardFailed	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslCardNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslCertificateExpiry	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslChipReinit	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslCurSessionInUseHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-sslCurSessionInUseNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-stickyPrimary	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberMaxClients	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberMaxClientsNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberRequestRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberRequestRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberRxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberRxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberSynfloodNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberSynfloodRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberTxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-svcGroupMemberTxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-synflood	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-synfloodNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-temperatureCpuHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-temperatureCpuNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-temperatureHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-temperatureNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vServerRequestRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vServerRequestRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-voltageHigh	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-voltageLow	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-voltageNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vridStateChange	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverRhiStateChange	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverRxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverRxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverSynfloodNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverSynfloodRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverTxBytesRate	''	''	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-vserverTxBytesRateNormal	2	52	1800	10
SNMPTRAP-netScaler-NS-ROOT-MIB-warmRestartEvent	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-bmcFirmwareVersionError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-bmcFirmwareVersionNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuAffinityRecoveryFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuAffinityRecoverySuccess	2	2	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuTempError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuTempNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuUsageHigh	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-cpuUsageNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceAdded	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceBootFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceModified	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-devicePowerStateChanged	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceRebootFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceRemoved	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-deviceStateChanged	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-fanSpeedError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-fanSpeedNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-healthCounterError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-healthCounterNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-healthMonitorPluginError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-healthMonitorPluginNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-interfaceDown	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-interfaceUp	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-inventoryFailed	''	''	1800	10
