k2eiazsw01-ifEntry.34	''	IBM End User (DHCP)/desktop switch	GigabitEthernet1/0/32	1500	Gi1/0/32	1000000000	6
k2eiazsw01-ifEntry.35	''	IBM End User (DHCP)/desktop switch	GigabitEthernet1/0/33	1500	Gi1/0/33	1000000000	6
k2eiazsw01-ifEntry.36	''	IBM End User (DHCP)/desktop switch	GigabitEthernet1/0/34	1500	Gi1/0/34	1000000000	6
k2eiazsw01-ifEntry.37	''	IBM End User (DHCP)/desktop switch	GigabitEthernet1/0/35	1500	Gi1/0/35	1000000000	6
k2eiazsw01-ifEntry.38	''	IBM End User (DHCP)/desktop switch	GigabitEthernet1/0/36	1500	Gi1/0/36	1000000000	6
k2eiazsw01-ifEntry.39	''	k2eiazsx01-p1	GigabitEthernet1/0/37	1500	Gi1/0/37	1000000000	6
k2eiazsw01-ifEntry.4	''	k2eiazfw01a_outside	GigabitEthernet1/0/2	1500	Gi1/0/2	1000000000	6
k2eiazsw01-ifEntry.40	''	k2eiazsx01-p2	GigabitEthernet1/0/38	1500	Gi1/0/38	1000000000	6
k2eiazsw01-ifEntry.41	''	k2eiazsx01-p3	GigabitEthernet1/0/39	1500	Gi1/0/39	1000000000	6
k2eiazsw01-ifEntry.42	''	k2eiazsx01-p4	GigabitEthernet1/0/40	1500	Gi1/0/40	1000000000	6
k2eiazsw01-ifEntry.43	''	VM server	GigabitEthernet1/0/41	1500	Gi1/0/41	1000000000	6
k2eiazsw01-ifEntry.44	''	''	GigabitEthernet1/0/42	1500	Gi1/0/42	1000000000	6
k2eiazsw01-ifEntry.45	''	USTA-AdHoc Primary Content Server	GigabitEthernet1/0/43	1500	Gi1/0/43	1000000000	6
k2eiazsw01-ifEntry.46	''	k2eiazsw05	GigabitEthernet1/0/44	1500	Gi1/0/44	1000000000	6
k2eiazsw01-ifEntry.47	''	k2eiazsw06	GigabitEthernet1/0/45	1500	Gi1/0/45	1000000000	6
k2eiazsw01-ifEntry.48	''	k2eiazsw03	GigabitEthernet1/0/46	1500	Gi1/0/46	1000000000	6
k2eiazsw01-ifEntry.49	''	k2eiazsw04	GigabitEthernet1/0/47	1500	Gi1/0/47	1000000000	6
k2eiazsw01-ifEntry.5	''	k2eiazfw01a_inside	GigabitEthernet1/0/3	1500	Gi1/0/3	1000000000	6
k2eiazsw01-ifEntry.50	''	''	GigabitEthernet1/0/48	1500	Gi1/0/48	1000000000	6
k2eiazsw01-ifEntry.51	''	''	GigabitEthernet1/1/1	1500	Gi1/1/1	1000000000	6
k2eiazsw01-ifEntry.52	''	''	GigabitEthernet1/1/2	1500	Gi1/1/2	1000000000	6
k2eiazsw01-ifEntry.53	''	IDS Scores	GigabitEthernet1/1/3	1500	Gi1/1/3	1000000000	6
k2eiazsw01-ifEntry.54	''	''	GigabitEthernet1/1/4	1500	Gi1/1/4	1000000000	6
k2eiazsw01-ifEntry.55	''	''	TenGigabitEthernet1/1/1	1500	Te1/1/1	4294967295	6
k2eiazsw01-ifEntry.56	''	''	TenGigabitEthernet1/1/2	1500	Te1/1/2	4294967295	6
k2eiazsw01-ifEntry.57	''	''	TenGigabitEthernet1/1/3	1500	Te1/1/3	4294967295	6
k2eiazsw01-ifEntry.58	''	''	TenGigabitEthernet1/1/4	1500	Te1/1/4	4294967295	6
k2eiazsw01-ifEntry.59	''	''	StackPort1	0	StackPort1	0	53
k2eiazsw01-ifEntry.6	''	k2eiazfw01a_dmz1	GigabitEthernet1/0/4	1500	Gi1/0/4	1000000000	6
k2eiazsw01-ifEntry.62	''	''	Vlan1	1500	Vl1	1000000000	53
k2eiazsw01-ifEntry.64	''	''	Vlan300	1500	Vl300	1000000000	53
k2eiazsw01-ifEntry.65	''	sw2 to sw5 port-channel trunk	Port-channel2	1500	Po2	100000000	53
k2eiazsw01-ifEntry.66	''	''	Port-channel3	1500	Po3	100000000	53
k2eiazsw01-ifEntry.67	''	''	Vlan500	1500	Vl500	1000000000	53
k2eiazsw01-ifEntry.68	''	''	Vlan501	1500	Vl501	1000000000	53
k2eiazsw01-ifEntry.69	''	k2eiazrt01	GigabitEthernet2/0/1	1500	Gi2/0/1	1000000000	6
k2eiazsw01-ifEntry.7	''	k2eiazfw01a_dmz2	GigabitEthernet1/0/5	1500	Gi1/0/5	1000000000	6
k2eiazsw01-ifEntry.70	''	k2eiazfw01_outside	GigabitEthernet2/0/2	1500	Gi2/0/2	1000000000	6
k2eiazsw01-ifEntry.71	''	k2eiazfw01_inside	GigabitEthernet2/0/3	1500	Gi2/0/3	1000000000	6
k2eiazsw01-ifEntry.72	''	k2eiazfw01_dmz1	GigabitEthernet2/0/4	1500	Gi2/0/4	1000000000	6
k2eiazsw01-ifEntry.73	''	k2eiazfw01_dmz2	GigabitEthernet2/0/5	1500	Gi2/0/5	1000000000	6
k2eiazsw01-ifEntry.74	''	k2eiazfw01_dmz3	GigabitEthernet2/0/6	1500	Gi2/0/6	1000000000	6
k2eiazsw01-ifEntry.75	''	k2eiazfw01_dmz4	GigabitEthernet2/0/7	1500	Gi2/0/7	1000000000	6
k2eiazsw01-ifEntry.76	''	k2eiazfw01_dmz5	GigabitEthernet2/0/8	1500	Gi2/0/8	1000000000	6
k2eiazsw01-ifEntry.77	''	k2eiazfw01_inside	GigabitEthernet2/0/9	1500	Gi2/0/9	1000000000	6
k2eiazsw01-ifEntry.78	''	k2eiazsw04	GigabitEthernet2/0/10	1500	Gi2/0/10	1000000000	6
k2eiazsw01-ifEntry.79	''	k2eiazsw05	GigabitEthernet2/0/11	1500	Gi2/0/11	1000000000	6
k2eiazsw01-ifEntry.8	''	k2eiazfw01a_dmz3	GigabitEthernet1/0/6	1500	Gi1/0/6	1000000000	6
k2eiazsw01-ifEntry.80	''	''	GigabitEthernet2/0/12	1500	Gi2/0/12	1000000000	6
k2eiazsw01-ifEntry.81	''	ATL Server primary backup	GigabitEthernet2/0/13	1500	Gi2/0/13	1000000000	6
k2eiazsw01-ifEntry.82	''	ATL Server primary backup	GigabitEthernet2/0/14	1500	Gi2/0/14	1000000000	6
k2eiazsw01-ifEntry.83	''	ATL Server secondary	GigabitEthernet2/0/15	1500	Gi2/0/15	1000000000	6
k2eiazsw01-ifEntry.84	''	ATL Server secondary	GigabitEthernet2/0/16	1500	Gi2/0/16	1000000000	6
k2eiazsw01-ifEntry.85	''	AP1 on sw2 backup in case s1 dies	GigabitEthernet2/0/17	1500	Gi2/0/17	1000000000	6
k2eiazsw01-ifEntry.86	''	AP2 on sw1 backup in case sw2 dies	GigabitEthernet2/0/18	1500	Gi2/0/18	1000000000	6
k2eiazsw01-ifEntry.87	''	Eds Scores monitoring laptop	GigabitEthernet2/0/19	1500	Gi2/0/19	1000000000	6
k2eiazsw01-ifEntry.88	''	Eds Scores monitoring laptop	GigabitEthernet2/0/20	1500	Gi2/0/20	1000000000	6
k2eiazsw01-ifEntry.89	''	PRINTER	GigabitEthernet2/0/21	1500	Gi2/0/21	1000000000	6
k2eiazsw01-ifEntry.9	''	k2eiazfw01a_dmz4	GigabitEthernet1/0/7	1500	Gi1/0/7	1000000000	6
k2eiazsw01-ifEntry.90	''	''	GigabitEthernet2/0/22	1500	Gi2/0/22	1000000000	6
k2eiazsw01-ifEntry.91	''	''	GigabitEthernet2/0/23	1500	Gi2/0/23	1000000000	6
