#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
v10173	LIVE	g.ei.p1	SHARED	MONITORING.SMA.ITNM.WEBGUI;NETCOOL.OMNIBUS.WEBGUI;DATABASE.SHARED.ITNM	p1vsp08	PRD	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10174	LIVE	g.ei.p1	SHARED	NETCOOL.OMNIBUS	p1vsp05	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10175	LIVE	g.ei.p1	SHARED	MONITORING.SMA.ITCAMMS.SERVER.NEW;DATABASE.SHARED.PRD.DB2V10	p1vsp10	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10176	LIVE	b.ei.p1	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVINT	p1vsx33	PRD	APPLIANCE.CMC.VM	
v10177	LIVE	b.ei.p1	CNP	WEBSERVER.CNP.BZ;WEBSERVER.CLUSTER.BZPRDCL007	p1vsp09	PRD	SYSTEM.P7-780.LPAR	AIX AIX6 64-bit 6100-09-05-1524
v10178	LIVE	y.cs.p1	IBM	WEBSERVER.IBM.PRD.PORTAL;GPFS.CLIENT	p1vsp10	PRD	SYSTEM.P7-780.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v10179	LIVE	y.cs.p1	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVEXT	p1vsx34	PRD	APPLIANCE.CMC.VM	
v10180	LIVE	b.ei.p1	SHARED	NETCOOL.OMNIBUS.WEBGUI	p1vsp09	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10181	LIVE	g.cs.p1	WWSM	ENTERPRISE.CHEF.SERVER.PRD;CHEF.CLIENT	p1vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.18.1.el6.x86_64
v10182	BAD	y.cs.p1	IBM	APPLIANCE.NETSCALER.VM;NETSCALER.INSIGHT	p1vsx30	PRD	SYSTEM.UNKNOWN.VM	
v10183	FLUX	y.cs.p1	IBM	LAMP.IBM.PRD;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.ENDPOINT	p1vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10184	FLUX	g.ei.p1	IBM	VMWARE.VCENTER.CLIENT	p1vsx03	PRD	SYSTEM.X3550.VM	Windows Server2008Enterprise-SP2 AMD64 6.0.6002
v10185	LIVE	b.ei.p1	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVINT	p1vsx32	PRD	APPLIANCE.CMC.VM	
v10186	LIVE	g.cs.p1	SHARED	WAS.ODR.VE.PRD.85	p1vsp10	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10187	LIVE	g.cs.p1	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;PUB.EVENTS.ENDPOINT.WAS;WAS.EDR.PRD;WAS.STG.PRD;APPDYNAMICS.AGENT.PRD	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10188	LIVE	g.cs.p1	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;PUB.EVENTS.ENDPOINT.WAS;WAS.EDR.PRD;WAS.STG.PRD;APPDYNAMICS.AGENT.PRD	p1vsp09	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10189	LIVE	g.cs.p1	SHARED	WXS.VE.PRD.86;WXS.VE.PRD.CATALOG.86;WXS.VE.PRD.GRID.86	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10190	LIVE	g.cs.p1	SHARED	WXS.VE.PRD.86;WXS.VE.PRD.GRID.86	p1vsp09	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10191	LIVE	g.cs.p1	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.FARM.MASTER	p1vsp10	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10192	FLUX	y.cs.p1	SSO	WEBSERVER.SSO.PRD;WEBSERVER.TFIM.PRD;WEBSERVER.CLUSTER.YZPRDCL017	p1vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10193	LIVE	b.ei.p1	SHARED	REPO.MANAGER.CLASSIC;CHEF.CLIENT;UCD.AGENT;EI-DEFAULT-REPOSYNC	p1vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10194	LIVE	g.cs.p1	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.FARM.WORKER	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10195	LIVE	g.cs.p1	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.FARM.WORKER	p1vsp09	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10196	LIVE	g.cs.p1	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.SUPPORT	p1vsp10	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10197	LIVE	g.cs.p1	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.SUPPORT	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10198	LIVE	g.cs.p1	SHARED	TSM;GPFS.SERVER	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10199	LIVE	g.cs.p1	IBM	DM.IBM.PRD.PORTAL;WPS.DM.IBM.PORTAL.PRD;WAS.DM.GZPRDWIWP	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10200	LIVE	g.ei.p1	SHARED	CWS.BACKUP;XCAT.SERVICENODE;INSTALL.AIX;NFS;TFTP;LCS.MASTER;LCS.POLL;LB.BUILD;MONITORING.SMA.ITM.RTEMS;MONITORING.SMA.ITM.SCRIPT.CHECKGRID;MONITORING.SMA.ITM.SCRIPT.CHECKM2M;DEMO.EVENTS.WWSMPWR;DIRSTORE.TRIGGER;LCS.TARPKG;SECURITY.ITCS104	p1vsp07	PRD	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10201	LIVE	g.cs.p1	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;WAS.FIXCENTRAL.PRD	p1vsp07	PRD	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10202	LIVE	y.cs.p1	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVEXT	p1vsx30	PRD	APPLIANCE.CMC.VM	
v10203	LIVE	g.cs.p1	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;WAS.FIXCENTRAL.PRD	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10204	LIVE	g.cs.p1	CNP	WPS.DM.CNP.PRD;WAS.DM.GZPRD70EDCNP	p1vsp13	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10205	LIVE	g.cs.p1	IBM	WAS.DM.PRIMARY;WAS.DM.IBM.PRD.WI.ES;WAS.DM.GZPRD70WIIBM	p1vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v10206	FLUX	g.cs.p1	SSO	WAS.SSO.PRD;WAS.SSO.PRD.85;WAS.TFIM.PRD	p1vsp08	PRD	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v10207	LIVE	y.cs.p1	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p1vsx32	PRD	APPLIANCE.CMC.VM	
v10208	LIVE	y.cs.p1	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p1vsx33	PRD	APPLIANCE.CMC.VM	
v10209	BAD	b.ei.p1	SHARED	BUILD.TEST.NEW.BZ	p1vsp13	PRD	SYSTEM.UNKNOWN.LPAR	AIX AIX7
v10210	BAD	b.ei.p1	IBM	APPLIANCE.DCNM.VM	p1vsx34	PRD	APPLIANCE.CMC.VM	
v10211	FLUX	y.cs.p1	JAMS	WEBSERVER.JAMEXT.PRD.YZ;PUB.SHARED.ENDPOINT.PRD.SWS.YZ;APPDYNAMICS.AGENT.PRD;WEBSERVER.JAMEXT.PRD.YZ.PROVISIONED;GPFS.CLIENT;WEBSERVER.CLUSTER.YZPRDCL016	p1vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10212	FLUX	y.cs.p1	JAMS	WEBSERVER.JAMEXT.PRD.YZ;PUB.SHARED.ENDPOINT.PRD.SWS.YZ;APPDYNAMICS.AGENT.PRD;WEBSERVER.JAMEXT.PRD.YZ.PROVISIONED;GPFS.CLIENT;WEBSERVER.CLUSTER.YZPRDCL016	p1vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10213	FLUX	y.cs.p1	IBM	LAMP.IBM.PRD;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.ENDPOINT	p1vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10214	FLUX	y.cs.p1	IBM	LAMP.IBM.PRD;DATABASE.IBM.PRD.MYSQL;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.DIST	p1vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10215	BAD	g.cs.p1	IBM		p1vsx14	PRD	SYSTEM.X3850	Linux rhels6
v10216	BAD	g.cs.p1	IBM		p1vsx15	PRD	SYSTEM.X3850	Linux rhels6
v10217	FLUX	g.cs.p1	SHARED	DATABASE.TEST.PRD	p1vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v10218	FLUX	b.ei.p1	IBM	LAMP.IBM.PRD.BZ;DATABASE.IBM.PRD.MYSQL.BZ	p1vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11001	LIVE	g.cs.p1	WWSM	WLP.WWSM.PRD;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11002	LIVE	g.cs.p1	WWSM	WLP.WWSM.PRD;PROVISIONED.ICO;CHEF.CLIENT;UCD.AGENT	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11003	BAD	g.cs.p1	SHARED	RICHB.TEST;PROVISIONED.ICO	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	
v11004	LIVE	y.cs.p1	WWSM	WWSM-CMAUSO-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11005	LIVE	y.cs.p1	WWSM	LSYNCD.WWSM.LDIST;PROVISIONED.ICO;WWSM-DEFAULT-LSYNCDLOCALDIST;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11006	LIVE	y.cs.p1	WWSM	PROVISIONED.ICO;WWSM-CMMAST-WEBSERVER;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11007	LIVE	y.cs.p1	WWSM	WWSM-CMAUSO-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11008	LIVE	y.cs.p1	WWSM	WWSM-CMAUSO-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11009	LIVE	y.cs.p1	WWSM	PROVISIONED.ICO;WWSM-CMMAST-WEBSERVER;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11010	LIVE	y.cs.p1	WWSM	PROVISIONED.ICO;WWSM-CMMAST-WEBSERVER;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11011	LIVE	y.cs.p1	WWSM	PROVISIONED.ICO;WWSM-CMMAST-WEBSERVER;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11012	LIVE	y.cs.p1	IBM	PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT;WEBSERVER.IBM.CDS.PRD	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11013	LIVE	y.cs.p1	IBM	PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT;WEBSERVER.IBM.CDS.PRD	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11014	LIVE	y.cs.p1	IBM	PROVISIONED.ICO;IBM-CDS-WEBSERVER;CHEF.CLIENT;UCD.AGENT;WEBSERVER.IBM.CDS.PRD	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11015	LIVE	g.cs.p1	IBM	WLP.IBM.CDS.PRD;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11016	LIVE	g.cs.p1	IBM	WLP.IBM.CDS.PRD;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11017	LIVE	g.cs.p1	IBM	WLP.IBM.CDS.PRD;PROVISIONED.ICO;IBM-CDS-APPSERVER;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11018	FLUX	y.cs.p1	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11019	LIVE	y.cs.p1	WWSM	LSYNCD.WWSM.DIST;PROVISIONED.ICO;WWSM-DEFAULT-LSYNCDMAINDIST;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11020	FLUX	y.cs.p1	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx23	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11021	FLUX	y.cs.p1	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p1vsx24	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v11031	FLUX	y.cs.p1	SHARED	PROVISIONED.ICO;CHEF.CLIENT;BERKSAPI	p1vsx25	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v16004	LIVE	y.cs.p1	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v10151	PRD	SERVICE	
v16005	LIVE	y.cs.p1	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v10152	PRD	SERVICE	
v16006	LIVE	y.cs.p1	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v10153	PRD	SERVICE	
v16007	LIVE	y.cs.p1	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v10151	PRD	SERVICE	
v16008	LIVE	y.cs.p1	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v10152	PRD	SERVICE	
v16009	LIVE	y.cs.p1	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v10153	PRD	SERVICE	
v16010	LIVE	y.cs.p1	WWSM	WEBSERVER.CMARCH.PRD.YZ	v10151	PRD	SERVICE	
v16011	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v10151	PRD	SERVICE	
v16012	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v10151	PRD	SERVICE	
v16013	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16014	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v10151	PRD	SERVICE	
v16015	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16016	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16017	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16018	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v10151	PRD	SERVICE	
v16019	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v10151	PRD	SERVICE	
v16020	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v10151	PRD	SERVICE	
v16021	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16022	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16023	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v10151	PRD	SERVICE	
v16024	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v10151	PRD	SERVICE	
v16025	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v10151	PRD	SERVICE	
v16026	LIVE	y.cs.p1	WWSM	WEBSERVER.CMARCH.PRD.YZ	v10152	PRD	SERVICE	
v16027	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v10152	PRD	SERVICE	
v16028	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v10152	PRD	SERVICE	
v16029	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16030	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v10152	PRD	SERVICE	
v16031	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16032	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16033	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16034	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v10152	PRD	SERVICE	
v16035	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v10152	PRD	SERVICE	
v16036	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v10152	PRD	SERVICE	
v16037	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16038	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16039	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v10152	PRD	SERVICE	
v16040	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v10152	PRD	SERVICE	
v16041	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v10152	PRD	SERVICE	
v16042	LIVE	y.cs.p1	WWSM	WEBSERVER.CMARCH.PRD.YZ	v10153	PRD	SERVICE	
v16043	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v10153	PRD	SERVICE	
v16044	LIVE	y.cs.p1	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v10153	PRD	SERVICE	
v16045	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16046	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v10153	PRD	SERVICE	
v16047	LIVE	y.cs.p1	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16048	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16049	LIVE	y.cs.p1	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16050	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v10153	PRD	SERVICE	
v16051	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v10153	PRD	SERVICE	
v16052	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v10153	PRD	SERVICE	
v16053	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16054	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16055	LIVE	y.cs.p1	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v10153	PRD	SERVICE	
v16056	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v10153	PRD	SERVICE	
v16057	LIVE	y.cs.p1	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v10153	PRD	SERVICE	
v16061	LIVE	y.cs.p1	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v10119	PRD	SERVICE	
v16062	LIVE	y.cs.p1	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v10121	PRD	SERVICE	
v16063	LIVE	y.cs.p1	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v10178	PRD	SERVICE	
v16076	BAD	y.ei.p1	SHARED	WEBSERVER.EITADMH.PRD.YZ	v10101	PRD	SERVICE	
v16077	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v10151	PRD	SERVICE	
v16078	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v10152	PRD	SERVICE	
v16079	LIVE	y.cs.p1	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v10153	PRD	SERVICE	
v30000	LIVE	g.ei.p3	SHARED	CWS.PRIMARY;XCAT.MASTER;MONITORING.SMA.ITM.SCRIPT.CHKDS4K;MONITORING.SMA.ITM.SCRIPT.CHKPOWERSYS;MONITORING.SMA.ITM.SCRIPT.CHKSANSW;MONITORING.SMA.ITM.SCRIPT.CHKSVC;DEMO.EVENTS.THREATMAP;DEMO.EVENTS.DASHBOARD;VNC;INSTALL.LINUX;DNS.XCAT;NFS;TFTP;MONITORING.SMA.ITM.RTEMS;DIRSTORE.TRIGGER;MONITORING.SMA.ITM.SCRIPT.CHKXIV;MONITORING.SMA.ITM.SCRIPT.CHKIMM	p3vsx05	PRD	SYSTEM.X3550.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v30001	LIVE	g.ei.p3	IBM	WAS.DM.PRIMARY;WAS.DM.GZPRD70WIIBM2;DATABASE.IBM.CLIENT.DB2V10	p3vsp07	PRD	SYSTEM.P7-740.LPAR	AIX AIX7 64-bit 7100-03-05-1524
