ci.p1	L
ci.p2	L
ci.p3	L
ci.p5	L
ci.z1	L
cs.p1	L
cs.p2	L
cs.p3	L
cs.p5	L
ecc.p1	L
ecc.z1	L
ei.p1	L
ei.p2	L
ei.p3	L
ei.p5	L
mt.p1	L
mt.p2	L
mt.p3	L
mt.p5	L
sl.s1	L
sl.s2	L
sl.s3	L
sl.s4	L
sl.s5	L
st.p1	L
wat.w1	L
wat.w2	L
wat.w3	L
wat.w5	L
